Data;MediaDiaria;Maxima;Minima;Media
01/10/1992;1;185,532;86,256;124,915
01/11/1992;1;295,904;80,478;170,477
01/12/1992;1;190,434;71,118;126,738
01/01/1993;1;110,506;84,317;94,921
01/02/1993;1;435,874;92,15;201,282
01/03/1993;1;252,081;121,12;145,337
01/04/1993;1;190,434;102,226;130,617
01/05/1993;1;104,278;76,693;85,257
01/06/1993;1;180,669;65,67;85,116
01/07/1993;1;65,67;60,352;64,406
01/08/1993;1;112,606;55,17;61,064
01/09/1993;1;129,815;51,793;67,981
01/10/1993;1;152,314;46,848;76,127
01/11/1993;1;138,687;50,128;73,658
01/12/1993;1;276,476;63,882;128,301
01/01/1994;1;439,022;185,532;272,983
01/02/1994;1;;;151,4
01/03/1994;1;;;160,6
01/04/1994;1;;;108,28
01/05/1994;1;;;77,1
01/06/1994;1;;;63,43
01/07/1994;1;92,15;60,352;71,841
01/08/1994;1;65,67;53,474;58,926
01/09/1994;1;58,61;39,125;46,576
01/10/1994;1;82,391;36,531;50,322
01/11/1994;1;150,016;39,125;74,889
01/12/1994;1;383,413;63,882;137,542
01/01/1995;1;318,578;98,159;159,585
01/02/1995;1;442,176;150,016;300,359
01/03/1995;1;461,759;118,974;178,291
01/04/1995;1;175,845;104,278;126,627
01/05/1995;1;365,38;88,208;122,527
01/06/1995;1;92,15;76,693;83,248
01/07/1995;1;76,693;60,352;68,333
01/08/1995;1;58,61;46,848;53,028
01/09/1995;1;58,61;39,125;44,489
01/10/1995;1;106,342;37,82;55,846
01/11/1995;1;106,342;40,445;62,28
01/12/1995;1;118,974;50,128;79,288
01/01/1996;1;327,208;92,15;153,435
01/02/1996;1;207,882;94,141;137,195
01/03/1996;1;218,053;104,278;160,274
01/04/1996;1;136,452;65,67;88,263
01/05/1996;1;92,15;56,882;67,394
01/06/1996;1;62,11;48,48;54,378
01/07/1996;1;60,352;42,053;48,366
01/08/1996;1;51,793;35,258;41,366
01/09/1996;1;88,208;34,001;49,916
01/10/1996;1;50,128;32,76;38,221
01/11/1996;1;225,775;34,001;86,434
01/12/1996;1;150,016;60,352;95,723
01/01/1997;1;389,481;132,017;220,825
01/02/1997;1;195,372;94,141;130,271
01/03/1997;1;260,138;88,208;148,177
01/04/1997;1;192,898;78,579;97,116
01/05/1997;1;80,478;60,352;68,994
01/06/1997;1;197,856;63,882;89,906
01/07/1997;1;65,67;48,48;55,511
01/08/1997;1;50,128;39,125;44,691
01/09/1997;1;48,48;34,001;36,71
01/10/1997;1;96,144;26,803;54,852
01/11/1997;1;183,096;29,135;78,006
01/12/1997;1;295,904;96,144;149,064
01/01/1998;1;210,411;84,317;131,665
01/02/1998;1;298,711;114,717;169,546
01/03/1998;1;442,176;94,141;153,346
01/04/1998;1;168,681;74,821;106,053
01/05/1998;1;145,453;67,471;86,701
01/06/1998;1;92,15;56,882;70,397
01/07/1998;1;56,882;40,445;48,661
01/08/1998;1;94,141;38,556;49,179
01/09/1998;1;38,556;29,596;34,036
01/10/1998;1;92,24;29,596;55,26
01/11/1998;1;133,651;39,91;72,573
01/12/1998;1;177,612;63,972;101,148
01/01/1999;1;314,712;86,636;158,179
01/02/1999;1;305,782;72,371;130,735
01/03/1999;1;408,525;111,999;178,478
01/04/1999;1;133,651;68,963;92,972
01/05/1999;1;72,371;55,982;63,458
01/06/1999;1;60,726;51,39;55,484
01/07/1999;1;55,982;41,283;46,683
01/08/1999;1;41,283;32,061;36,774
01/09/1999;1;70,659;32,061;41,567
01/10/1999;1;37,22;28,392;31,847
01/11/1999;1;60,726;27,208;36,577
01/12/1999;1;114,1;27,208;54,772
01/01/2000;1;294,008;63,972;146,625
01/02/2000;1;448,25;107,846;212,186
01/03/2000;1;320,712;131,422;200,123
01/04/2000;1;162,959;77,603;108,429
01/05/2000;1;77,603;62,34;68,975
01/06/2000;1;62,34;48,415;55,771
01/07/2000;1;52,904;46,953;49,375
01/08/2000;1;46,953;35,902;42,016
01/09/2000;1;88,489;38,556;60,827
01/10/2000;1;44,083;26,044;33,085
01/11/2000;1;120,489;30,819;66,477
01/12/2000;1;251,24;54,434;113,97
01/01/2001;1;165,372;62,34;92,547
01/02/2001;1;97,98;59,128;74,073
01/03/2001;1;195,224;60,726;96,094
01/04/2001;1;354,374;49,894;84,332
01/05/2001;1;120,489;44,083;54,764
01/06/2001;1;52,904;38,556;43,154
01/07/2001;1;38,556;23,775;34,491
01/08/2001;1;44,083;21,588;28,356
01/09/2001;1;41,283;22,671;28,537
01/10/2001;1;114,1;23,775;43,673
01/11/2001;1;208,136;23,775;53,937
01/12/2001;1;223,986;42,674;80,261
01/01/2002;1;363,744;55,982;138,441
01/02/2002;1;332,824;96,052;183,99
01/03/2002;1;190,136;86,636;125,975
01/04/2002;1;101,882;57,547;74,804
01/05/2002;1;90,357;52,904;62,882
01/06/2002;1;54,434;42,674;47,875
01/07/2002;1;44,083;37,22;41,302
01/08/2002;1;34,603;22,671;28,144
01/09/2002;1;35,902;26,044;29,923
01/10/2002;1;41,283;15,534;21,58
01/11/2002;1;82,976;30,819;47,775
01/12/2002;1;216,013;28,392;94,084
01/01/2003;1;332,824;66,199;192,42
01/02/2003;1;285,278;110,825;181,939
01/03/2003;1;421,632;79,881;198,508
01/04/2003;1;200,356;98,294;147,394
01/05/2003;1;110,825;78,118;90,092
01/06/2003;1;76,371;59,724;67,956
01/07/2003;1;59,724;49,002;55,97
01/08/2003;1;51,985;41,839;47,276
01/09/2003;1;46,086;30,043;37,731
01/10/2003;1;66,199;27,623;39,5
01/11/2003;1;110,825;31,281;61,002
01/12/2003;1;195,224;49,002;89,253
01/01/2004;1;229,354;58,144;128,24
01/02/2004;1;492,634;90,758;232,535
01/03/2004;1;245,707;81,658;143,619
01/04/2004;1;248,469;78,118;134,786
01/05/2004;1;94,498;59,724;73,071
01/06/2004;1;76,371;50,485;62,881
01/07/2004;1;72,92;47,536;55,193
01/08/2004;1;50,485;32,538;41,266
01/09/2004;1;32,538;21,913;26,316
01/10/2004;1;94,498;23,016;40,178
01/11/2004;1;160,558;28,824;76,334
01/12/2004;1;734,195;61,319;215,403
01/01/2005;1;408,525;153,424;255,342
01/02/2005;1;259,616;92,621;149,395
01/03/2005;1;285,278;104,526;180,136
01/04/2005;1;151,071;83,449;103,141
01/05/2005;1;232,054;66,199;104,128
01/06/2005;1;106,612;69,529;79,649
01/07/2005;1;71,217;41,839;53,188
01/08/2005;1;44,653;39,093;40,111
01/09/2005;1;64,557;40,457;51,542
01/10/2005;1;62,93;36,417;46,457
01/11/2005;1;125,987;58,144;81,828
01/12/2005;1;240,215;94,498;146,995
01/01/2006;1;268,081;79,881;124,449
01/02/2006;1;226,665;87,075;138,176
01/03/2006;1;251,24;119,41;204,561
01/04/2006;1;234,764;100,394;161,371
01/05/2006;1;98,294;61,319;76,026
01/06/2006;1;76,371;56,58;61,374
01/07/2006;1;62,93;47,536;57,617
01/08/2006;1;108,712;41,839;60,076
01/09/2006;1;69,529;40,457;48,52
01/10/2006;1;180,094;58,144;118,923
01/11/2006;1;141,776;78,118;101,101
01/12/2006;1;248,469;146,399;189,482
01/01/2007;1;237,484;165,372;193,778
01/02/2007;1;305,782;151,071;204,298
01/03/2007;1;139,483;102,453;113,077
01/04/2007;1;110,825;76,371;94,28
01/05/2007;1;76,371;55,032;62,982
01/06/2007;1;53,5;49,002;51,139
01/07/2007;1;66,199;44,653;48,013
01/08/2007;1;43,237;35,106;39,117
01/09/2007;1;33,813;26,442;29,802
01/10/2007;1;59,724;24,138;32,575
01/11/2007;1;79,881;33,813;51,233
01/12/2007;1;305,782;37,746;70,235
01/01/2008;1;200,356;41,839;74,646
01/02/2008;1;329,783;98,294;186,151
01/03/2008;1;317,708;76,371;137,031
01/04/2008;1;385,921;62,93;136,008
01/05/2008;1;160,558;71,217;98,511
01/06/2008;1;83,449;58,144;71,689
01/07/2008;1;62,93;49,002;57,145
01/08/2008;1;50,485;39,093;45,117
01/09/2008;1;37,746;26,442;32,279
01/10/2008;1;72,92;26,442;46,831
01/11/2008;1;71,217;37,746;49,799
01/12/2008;1;110,825;44,653;75,577
01/01/2009;1;245,707;106,612;149,078
01/02/2009;1;237,484;144,081;175,555
01/03/2009;1;226,665;119,41;157,668
01/04/2009;1;210,751;108,712;165,841
01/05/2009;1;151,071;69,529;100,378
01/06/2009;1;88,91;62,93;69,597
01/07/2009;1;64,557;49,002;55,749
01/08/2009;1;53,5;40,457;46,244
01/09/2009;1;108,712;44,653;66,091
01/10/2009;1;83,449;53,5;66,271
01/11/2009;1;90,758;56,58;69,993
01/12/2009;1;251,24;62,93;132,659
01/01/2010;1;210,751;53,5;102,347
01/02/2010;1;237,484;59,724;94,763
01/03/2010;1;254,022;62,93;94,543
01/04/2010;1;382,726;53,5;104,917
01/05/2010;1;50,485;43,237;47,359
01/06/2010;1;47,536;39,093;43,687
01/07/2010;1;44,653;37,746;40,916
01/08/2010;1;41,839;31,281;35,799
01/09/2010;1;31,281;28,824;29,6
01/10/2010;1;81,658;28,824;58,769
01/11/2010;1;195,224;33,813;101,587
01/12/2010;1;392,336;106,612;295,733
01/01/2011;1;408,525;88,91;260,955
01/02/2011;1;173,606;78,118;113,71
01/03/2011;1;637,56;155,27;328,952
01/04/2011;1;236,007;139,849;165,284
01/05/2011;1;173,606;79,011;99,819
01/06/2011;1;99,146;72,11;81,248
01/07/2011;1;99,146;60,6;80,572
01/08/2011;1;63,814;44,041;53,873
01/09/2011;1;44,041;34,542;39,643
01/10/2011;1;87,956;35,847;65,094
01/11/2011;1;101,058;39,867;64,556
01/12/2011;1;146,386;62,199;97,681
01/01/2012;1;482,269;133,421;252,521
01/02/2012;1;280,018;91,632;152,95
01/03/2012;1;216,521;79,011;139,84
01/04/2012;1;164,345;97,247;123,5
01/05/2012;1;116,83;80,772;92,287
01/06/2012;1;114,813;65,443;83,068
01/07/2012;1;70,422;51,328;60,975
01/08/2012;1;49,838;38,509;43,913
01/09/2012;1;48,364;28,287;35,135
01/10/2012;1;44,041;23,62;32,035
01/11/2012;1;54,356;24,758;42,408
01/12/2012;1;63,814;45,465;53,189
01/01/2013;1;349,964;48,364;107,689
01/02/2013;1;166,643;80,772;116,86
01/03/2013;1;146,386;79,011;111,979
01/04/2013;1;168,952;80,772;124,293
01/05/2013;1;238,845;60,6;78,397
01/06/2013;1;224,788;60,6;85,394
01/07/2013;1;60,6;44,041;51,22
01/08/2013;1;45,465;34,542;38,332
01/09/2013;1;37,169;29,501;32,194
01/10/2013;1;75,532;29,501;42,707
01/11/2013;1;131,304;35,847;56,674
01/12/2013;1;135,552;60,6;95,201
01/01/2014;1;131,304;45,465;61,677
01/02/2014;1;106,874;31,985;47,266
01/03/2014;1;;;78,42
01/04/2014;1;;;88,93
01/05/2014;1;51,328;34,542;42,744
01/06/2014;1;37,169;20,326;32,65
01/07/2014;1;77,264;22,502;34,896
01/08/2014;1;45,465;16,222;27,637
01/09/2014;1;34,542;14,299;21,609
01/10/2014;1;31,985;12,467;21,145
01/11/2014;1;110,818;20,326;35,965
01/12/2014;1;157,521;54,356;96,97
