01/03/2003;187,351;16,534;68,569
01/04/2003;43,261;22,807;31,74
01/05/2003;133,802;21,617;35,81
01/06/2003;69,256;22,807;29,325
01/07/2003;39,878;24,018;33,777
01/08/2003;70,527;37,414;46,559
01/09/2003;65,502;40,714;46,991
01/10/2003;189,263;44,124;73,012
01/11/2003;159,652;53,616;84,858
01/12/2003;220,917;60,63;115,448
01/01/2004;177,916;77,023;117,21
01/02/2004;721,081;22,807;133,714
01/03/2004;103,81;29,065;66,845
01/04/2004;82,388;17,076;36,278
01/05/2004;32,676;15,998;21,684
01/06/2004;65,502;22,807;29,462
01/07/2004;34,227;23,41;27,385
01/08/2004;54,76;29,065;37,036
01/09/2004;54,76;36,606;43,455
01/10/2004;128,86;48,541;68,753
01/11/2004;408,099;70,527;139,228
01/12/2004;330,023;74,396;133,528
01/01/2005;366,95;85,126;162,65
01/02/2005;269,891;43,261;120,41
01/03/2005;241,714;21,03;71,108
01/04/2005;112,942;12,415;32,719
01/05/2005;25,249;9,594;14,018
01/06/2005;77,023;10,974;18,103
01/07/2005;74,396;13,913;23,311
01/08/2005;24,631;18,178;21,263
01/09/2005;64,269;25,249;39,673
01/10/2005;132,146;19,873;46,055
01/11/2005;61,833;21,03;30,464
01/12/2005;214,829;25,873;63,958
01/01/2006;216,85;10,047;51,932
01/02/2006;127,229;16,534;34,731
01/03/2006;369,469;10,047;81,03
01/04/2006;252,4;10,974;41,366
01/05/2006;27,773;3,715;12,538
01/06/2006;4,389;3,392;3,699
01/07/2006;6,625;3,392;5,183
01/08/2006;8,708;6,231;7,276
01/09/2006;15,468;8,708;11,648
01/10/2006;15,998;10,974;13,023
01/11/2006;90,712;17,076;33,82
01/12/2006;176,053;23,41;52,449
01/01/2007;82,388;17,076;37,083
01/02/2007;239,6;22,209;66,828
01/03/2007;86,508;9,147;36,07
01/04/2007;44,124;7,852;15,274
01/05/2007;35,013;5,846;12,419
01/06/2007;7,435;5,846;6,683
01/07/2007;10,507;6,625;8,387
01/08/2007;14,944;10,507;12,568
01/09/2007;43,261;14,944;19,974
01/10/2007;73,097;19,873;33,763
01/11/2007;59,436;17,624;26,197
01/12/2007;97,899;24,018;38,625
01/01/2008;303,976;36,606;99,701
01/02/2008;102,319;14,944;38,283
01/03/2008;122,389;22,807;51,211
01/04/2008;105,31;12,908;38,027
01/05/2008;82,388;10,047;27,589
01/06/2008;20,449;11,447;13,986
01/07/2008;17,076;12,415;14,277
01/08/2008;24,018;15,998;18,225
01/09/2008;22,807;18,178;20,392
01/10/2008;31,912;23,41;27,309
01/11/2008;116,056;32,676;60,353
01/12/2008;325,222;22,209;82,902
01/01/2009;78,35;25,249;42,939
01/02/2009;57,078;13,407;30,938
01/03/2009;64,269;22,209;34,375
01/04/2009;170,512;24,018;55,407
01/04/2009;78,35;13,913;38,375
01/04/2009;23,41;15,998;18,977
01/05/2009;24,018;18,178;20,903
01/06/2009;32,676;24,018;28,209
01/07/2009;53,616;32,676;38,275
01/08/2009;54,76;36,606;43,612
01/09/2009;130,499;50,355;76,368
01/10/2009;556,98;97,899;223,647
01/11/2009;276,574;69,256;156,749
01/12/2009;227,075;27,135;73,422
01/01/2010;94,997;19,302;40,55
01/02/2010;231,219;12,415;39,989
01/03/2010;59,436;16,534;23,162
01/04/2010;23,41;18,178;20,507
01/05/2010;29,065;24,018;26,395
01/06/2010;38,228;29,065;33,056
01/07/2010;54,76;37,414;42,29
01/08/2010;100,837;47,644;57,029
01/09/2010;181,666;55,914;81,398
01/10/2010;400,247;100,837;183,397
01/11/2010;551,019;123,994;222,239
01/12/2010;364,438;82,388;214,201
01/01/2011;187,351;40,714;95,403
01/02/2011;562,967;17,076;106,917
01/03/2011;140,511;11,447;33,868
01/04/2011;14,425;10,974;12,443
01/05/2011;18,737;13,407;16,395
01/06/2011;24,018;19,302;21,503
01/07/2011;32,676;24,018;27,003
01/08/2011;44,994;29,065;35,156
01/09/2011;92,131;46,754;62,128
01/10/2011;245,966;74,396;124,179
01/11/2011;377,068;103,81;179,126
01/12/2011;448,297;28,416;105,277
01/01/2012;220,917;13,407;73,179
01/02/2012;60,63;14,425;25,167
01/03/2012;51,271;10,507;18,924
01/04/2012;15,468;11,447;14,034
01/05/2012;21,03;15,998;18,437
01/06/2012;25,873;21,617;23,694
01/07/2012;37,414;25,873;30,376
01/08/2012;220,917;32,676;57,854
01/09/2012;102,319;39,878;55,586
01/10/2012;542,128;54,76;122,27
01/11/2012;410,73;90,712;191,501
01/12/2012;222,962;24,934;95,682
01/01/2013;191,182;37,876;67,638
01/02/2013;163,239;13,391;63,676
01/03/2013;40,988;13,391;20,716
01/04/2013;24,934;14,491;17,261
01/05/2013;29,753;19,172;22,226
01/06/2013;33,364;23,611;26,67
01/07/2013;34,847;27,653;31,159
01/08/2013;43,375;35,596;39,441
01/09/2013;89,302;44,181;57,789
01/10/2013;138,822;73,097;93,748
01/11/2013;233,303;74,396;124,976
01/12/2013;239,6;54,226;95,77
01/01/2014;281,067;29,047;111,05
01/02/2014;58,61;17,366;26,8
01/03/2014;100,837;18,563;34,965
01/04/2014;56,843;22,958;31,862
01/05/2014;36,351;18,563;23,035
01/06/2014;34,103;24,934;28,686
01/07/2014;38,646;30,464;33,681
01/08/2014;53,363;39,422;44,637
01/09/2014;90,712;50,802;60,885
01/10/2014;272,111;79,687;143,965
01/11/2014;220,917;41,779;96,106
01/12/2014;145,632;44,992;89,555
01/01/2015;97,899;24,934;46,987
01/01/2015;74,396;15,052;29,81
01/02/2015;70,527;14,491;30,574
01/02/2015;21,036;13,391;16,055
01/03/2015;23,611;16,777;20,354
01/03/2015;73,097;22,311;33,167
01/04/2015;37,876;25,605;30,849
01/04/2015;44,181;34,103;39,262
01/05/2015;185,448;44,992;78,061
01/05/2015;533,296;71,807;174,331
01/06/2015;191,182;62,197;104,723
01/06/2015;278,817;60,395;128,244
01/07/2015;222,962;55,094;117,077
01/07/2015;518,709;25,605;87,592
01/08/2015;159,652;11,796;41,054
01/08/2015;16,195;11,796;14,073
01/09/2015;21,671;16,777;18,878
01/09/2015;29,753;21,671;25,419
01/10/2015;37,111;30,464;33,51
01/10/2015;78,35;37,876;45,942
01/11/2015;294,724;53,363;93,972
01/11/2015;456,523;43,375;121,882
01/12/2015;281,067;54,226;144,451
01/12/2015;116,056;13,938;37,382
01/01/2016;87,9;17,961;39,378
01/01/2016;79,687;19,172;43,13
01/02/2016;96,443;6,996;21,76
01/02/2016;11,796;8,348;10,392
01/03/2016;16,195;11,796;13,93
01/04/2016;21,036;16,195;18,773
01/05/2016;27,653;21,036;23,743
01/06/2016;35,596;25,605;30,197
01/07/2016;198,938;36,351;57,671
01/08/2016;181,666;49,118;91,497
01/09/2016;152,575;36,351;72,779
01/10/2016;90,712;28,347;45,31
01/12/2016;210,809;35,596;62,479
01/01/2017;189,263;34,847;75,843
01/02/2017;79,687;19,172;39,308
01/03/2017;24,27;16,777;18,703
01/04/2017;24,27;19,172;22,066
01/05/2017;31,181;24,934;27,68
01/06/2017;41,779;31,181;35,488
01/07/2017;55,094;35,596;40,729
01/08/2017;119,205;48,283;64,603
01/09/2017;252,4;75,705;119,649
01/10/2017;245,966;81,033;137,607
01/11/2017;337,279;78,35;192,188
01/12/2017;214,829;22,311;83,545
01/01/2018;78,35;15,62;30,696
01/02/2018;53,363;14,491;22,316
01/03/2018;58,61;19,172;24,646
01/04/2018;26,965;21,036;23,298
01/05/2018;32,631;26,965;29,841
01/06/2018;41,779;31,181;36,466
01/07/2018;127,229;39,422;52,248
01/08/2018;161,441;48,283;86,638
01/09/2018;578,05;67,995;150,982
01/10/2018;174,198;32,631;83,09
01/11/2018;90,712;29,753;55,076
01/12/2018;120,793;29,047;49,597
01/01/2019;145,632;22,311;59,435
01/02/2019;31,181;9,292;16,844
01/03/2019;29,047;15,052;20,929
01/04/2019;119,759;45,173;66,786
